mortgage,mileage,year,area_of_use,vehicle_condition,ad_date,lr_fender_status,fuel_tank,lf_fender_status,front_bumper_status,inspection,luggage_volume,confiscation,Brand,drive_type,rf_door_status,Model,fuel_consumption,rr_door_status,series,paint_replaced,engine_capacity,trade_in,transmission,location_1,brand,hood_status,color,body_type,rf_fender_status,top_speed,cylinder,model,Year,rear_bumper_status,acceleration_0_100,valve,fuel_type,max_torque,seller_type,ad_id,location_2,Transmission,engine_power,rr_fender_status,gear,currency_date,ad_price
,143.000 km,2009,,İkinci El,18 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 3 boyalı",1597 cc,Unspecified,Düz,Yaşar Mh. Karkamış,BMW,,Siyah,Sedan,,,,316i Standart,,,,,Benzin,,Sahibinden,27086070, Gaziantep,,115 hp,,,,755.000 TL
,171.246 km,2013,,İkinci El,18 Kasım 2024,,Unspecified,,,,,,,Unspecified,,,Unspecified,,3 Serisi,Belirtilmemiş,Unspecified,Unspecified,Otomatik,Numune Mh. İskenderun,BMW,,Beyaz,Sedan,,,,316i M Sport,,,,,Benzin,,Sahibinden,27081486, Hatay,,Unspecified,,,,1.250.000 TL
,215.000 km,2012,,İkinci El,18 Kasım 2024,,61 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1995 cc,Unspecified,Otomatik,Meydan Mh. İskilip,BMW,,Beyaz,-,,,,320d M Sport,,,,,Dizel,,Sahibinden,27081304, Çorum,,184 hp,,,,900.000 TL
,200.000 km,2011,,İkinci El,18 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"2 değişen, 3 boyalı",1995 cc,Unspecified,Otomatik,Armağan Evler Mh. Ümraniye,BMW,,Siyah,Sedan,,,,320d Advantage,,,,,Dizel,,Sahibinden,27080840, İstanbul,,184 hp,,,,690.000 TL
,135.000 km,2016,,İkinci El,18 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 boyalı,1598 cc,Unspecified,Otomatik,Esertepe Mh. Keçiören,BMW,,Beyaz,Sedan,,,,320i ED 40th Year Edition,,,,,Benzin,,Sahibinden,27080582, Ankara,,170 hp,,,,1.550.000 TL
,9.500 km,2023,,İkinci El,18 Kasım 2024,,59 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1597 cc,Unspecified,Otomatik,Tahtakale Mh. Avcılar,BMW,,Siyah,Sedan,,,,320i Edition M Sport,,,,,Benzin,,Sahibinden,27079379, İstanbul,,170 hp,,,,3.435.000 TL
,77.777.777 km,1996,,İkinci El,18 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı boyalı,1596 cc,Unspecified,Düz,Atatürk Mh. Patnos,BMW,,Kırmızı,Sedan,,,,316i Standart,,,,,LPG & Benzin,,Sahibinden,27079241, Ağrı,,102 hp,,,,320.000 TL
,113.000 km,2012,,İkinci El,18 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,İcadiye Mh. Üsküdar,BMW,,Siyah,Sedan,,,,320d Edition Comfort,,,,,Dizel,,Sahibinden,27078622, İstanbul,,184 hp,,,,1.115.000 TL
,158.700 km,2013,,İkinci El,18 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 3 boyalı",1598 cc,Unspecified,Otomatik,Altınkum Mh. Konyaaltı,BMW,,Kahverengi,Sedan,,,,320i ED Modern Line,,,,,Benzin,,Sahibinden,26459528, Antalya,,170 hp,,,,1.310.000 TL
,430.000 km,2001,,İkinci El,18 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,2793 cc,Unspecified,Otomatik,Çimenlik Mh. Karatay,BMW,,Gri (Gümüş),Sedan,,,,328i Standart,,,,,LPG & Benzin,,Sahibinden,27075803, Konya,,193 hp,,,,510.000 TL
,245.500 km,2012,,İkinci El,18 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Atatürk Mh. Kapaklı,BMW,,Kahverengi,Sedan,,,,320d Modern Line,,,,,Dizel,,Sahibinden,27070729, Tekirdağ,,184 hp,,,,1.080.000 TL
,249.000 km,2001,,İkinci El,18 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1991 cc,Unspecified,Otomatik,Gülveren Mh. Kepez,BMW,,Mavi (metalik),Sedan,,,,320i,,,,,LPG & Benzin,,Sahibinden,27075692, Antalya,,150 hp,,,,649.000 TL
,139.000 km,2014,,İkinci El,18 Kasım 2024,,Unspecified,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1401 - 1600 cm3,Takasa Uygun Değil,Otomatik,Orhangazi Mh. Elbistan,BMW,,Beyaz,Sedan,,,,320i ED Modern Line,,,,,Benzin,,Galeriden,26934398, Kahramanmaraş,,151 - 175 HP,,,,1.330.000 TL
,175.000 km,2016,,İkinci El,18 Kasım 2024,,Unspecified,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1401 - 1600 cm3,Takasa Uygun,Otomatik,Balıkhisar Mh. Akyurt,BMW,,Beyaz,Sedan,,,,320i ED M Plus,,,,,Benzin,,Galeriden,26934496, Ankara,,151 - 175 HP,,,,1.320.000 TL
,220.000 km,2003,,İkinci El,18 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Takasa Uygun Değil,Düz,Cennetayağı Mh. Edremit,BMW,,Kırmızı,Hatchback/3,,,,320td Compact,,,,,Dizel,,Galeriden,26345796, Balıkesir,,150 hp,,,,475.000 TL
,130.000 km,2017,,İkinci El,17 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,1 boyalı,1995 cc,Takasa Uygun Değil,Otomatik,Çınar Mh. Maltepe,BMW,,Beyaz,Sedan,,,,320d Sport Line,,,,,Dizel,,Sahibinden,27083787, İstanbul,,190 hp,,,,1.720.000 TL
,105.000 km,2015,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,4 boyalı,1598 cc,Takasa Uygun,Otomatik,Erenköy Mh. Kadıköy,BMW,,Beyaz,Sedan,,,,320i ED Sport Line,,,,,Benzin,,Sahibinden,26372979, İstanbul,,170 hp,,,,1.390.000 TL
,235.000 km,2013,,İkinci El,17 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Takasa Uygun,Otomatik,Atatürk Mh. Karesi,BMW,,Siyah,Sedan,,,,320d Standart,,,,,Dizel,,Sahibinden,27071182, Balıkesir,,184 hp,,,,1.130.000 TL
,370.000 km,1993,,İkinci El,17 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1796 cc,Unspecified,Düz,Sahil Mh. Başiskele,BMW,,Yeşil,Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,27069364, Kocaeli,,115 hp,,,,190.000 TL
,318.000 km,2014,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1598 cc,Unspecified,Otomatik,Mustafa Kemal Mh. Buca,BMW,,Beyaz,Sedan,,,,320i ED Standart,,,,,Benzin,,Sahibinden,27069109, İzmir,,170 hp,,,,1.150.000 TL
,170.000 km,2016,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun Değil,Otomatik,Emek Mh. Çankaya,BMW,,Beyaz,Sedan,,,,320i ED M Plus,,,,,Benzin,,Sahibinden,27074164, Ankara,,170 hp,,,,1.500.000 TL
,90.000 km,2015,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Unspecified,Otomatik,Mahfesığmaz Mh. Çukurova,BMW,,Siyah,Sedan,,,,320i ED Sport Line,,,,,Benzin,,Sahibinden,27072325, Adana,,170 hp,,,,1.575.000 TL
,67.500 km,2017,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1499 cc,Takasa Uygun Değil,Otomatik,Merdivenköy Mh. Kadıköy,BMW,,Gri (metalik),Sedan,,,,318i 40th Year Edition,,,,,Benzin,,Sahibinden,27073859, İstanbul,,136 hp,,,,1.695.000 TL
,79.000 km,2020,,İkinci El,17 Kasım 2024,,59 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 boyalı,1597 cc,Takasa Uygun,Otomatik,Karşıyaka Mh. Tatvan,BMW,,Siyah,Sedan,,,,320i First Edition Sport Line,,,,,Benzin,,Sahibinden,27065656, Bitlis,,170 hp,,,,2.050.000 TL
,165.000 km,2014,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1598 cc,Unspecified,Otomatik,Yazır Mh. Selçuklu,BMW,,Beyaz,Sedan,,,,320i ED Modern Line,,,,,Benzin,,Sahibinden,27066896, Konya,,170 hp,,,,1.185.000 TL
,394.000 km,2001,,İkinci El,17 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 değişen,1995 cc,Unspecified,Otomatik,Emek Mh. Çankaya,BMW,,Beyaz,Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,27065157, Ankara,,143 hp,,,,459.500 TL
,358.000 km,1999,,İkinci El,17 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"3 değişen, 10 boyalı",1991 cc,Unspecified,Otomatik,Hocacihan Mh. Selçuklu,BMW,,Siyah,Sedan,,,,320i,,,,,Benzin,,Sahibinden,27064764, Konya,,150 hp,,,,450.000 TL
,199.750 km,2013,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1598 cc,Takasa Uygun,Otomatik,Yenişehir Mh. Yahşihan,BMW,,Beyaz,Sedan,,,,316i M Sport,,,,,Benzin,,Galeriden,26927029, Kırıkkale,,136 hp,,,,1.089.000 TL
,178.000 km,2013,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1598 cc,Takasa Uygun,Otomatik,Yenişehir Mh. Yahşihan,BMW,,Kahverengi,Sedan,,,,320i ED Modern Line,,,,,Benzin,,Galeriden,26926356, Kırıkkale,,170 hp,,,,1.159.000 TL
,175.000 km,2015,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Gölhisar Mh. Merkez,BMW,,Mavi,Sedan,,,,316i M Sport,,,,,Benzin,,Galeriden,26924523, Kırşehir,,136 hp,,,,1.280.000 TL
,112.000 km,2012,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Yiğitler Mh. Yıldırım,BMW,,Beyaz,Sedan,,,,316i Modern Line,,,,,Benzin,,Galeriden,26926278, Bursa,,136 hp,,,,1.265.000 TL
,340.000 km,2001,,İkinci El,17 Kasım 2024,,Unspecified,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 değişen,2501 - 3000 cm3,Takasa Uygun,Düz,Beşikkaya Mh. Altındağ,BMW,,Gri,Sedan,,,,330i Standart,,,,,LPG & Benzin,,Galeriden,26924452, Ankara,,226 - 250 HP,,,,575.000 TL
,214.000 km,2013,,İkinci El,17 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 boyalı,1598 cc,Takasa Uygun,Otomatik,Saracalar Mh. Akyurt,BMW,,Kahverengi,Sedan,,,,316i Modern Line,,,,,Benzin,,Galeriden,26278116, Ankara,,136 hp,,,,934.900 TL
,255.000 km,2009,,İkinci El,16 Kasım 2024,,Unspecified,,,,,,,Unspecified,,,Unspecified,,3 Serisi,Tamamı orjinal,Unspecified,Unspecified,Otomatik,Fulya Mh. Şişli,BMW,,Beyaz,Sedan,,,,320d Standart,,,,,Dizel,,Sahibinden,23443912, İstanbul,,Unspecified,,,,760.000 TL
,125.000 km,2017,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1499 cc,Takasa Uygun,Otomatik,Mimarsinan Mh. Atakum,BMW,,Mavi (metalik),Sedan,,,,318i Edition M Sport,,,,,Benzin,,Sahibinden,27063838, Samsun,,136 hp,,,,1.575.000 TL
,298.000 km,2011,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Gültepe Mh. Altındağ,BMW,,Siyah,Sedan,,,,320d M Sport,,,,,Dizel,,Sahibinden,27063886, Ankara,,184 hp,,,,790.000 TL
,290.000 km,2013,,İkinci El,16 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Bahçelievler Mh. Yenişehir,BMW,,Siyah,Sedan,,,,320d M Sport,,,,,Dizel,,Sahibinden,27061904, Mersin,,184 hp,,,,965.000 TL
,433.000 km,1999,,İkinci El,16 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 11 boyalı",1895 cc,Unspecified,Düz,Yeni Mh. Silifke,BMW,,Mavi (metalik),Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,26448682, Mersin,,118 hp,,,,400.000 TL
,167.000 km,2012,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1995 cc,Takasa Uygun Değil,Otomatik,Erzene Mh. Bornova,BMW,,Beyaz,Sedan,,,,320d Edition Comfort,,,,,Dizel,,Sahibinden,25482780, İzmir,,184 hp,,,,980.000 TL
,785.000 km,2009,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Topçu Mh. Etimesgut,BMW,,Beyaz,Sedan,,,,320d Premium,,,,,Dizel,,Sahibinden,27060340, Ankara,,177 hp,,,,785.000 TL
,165.000 km,2016,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,2 boyalı,1598 cc,Takasa Uygun,Otomatik,Maslak Mh. Sarıyer,BMW,,Beyaz,Sedan,,,,320i ED Luxury Line Plus,,,,,Benzin,,Galeriden,26634946, İstanbul,,170 hp,,,,1.170.000 TL
,165.000 km,2013,,İkinci El,16 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Osmangazi Mh. Merkez,BMW,,Siyah,Sedan,,,,320i ED M Plus,,,,,Benzin,,Galeriden,26453540, Kütahya,,170 hp,,,,1.270.000 TL
,159.687 km,2011,,İkinci El,16 Kasım 2024,,Unspecified,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1401 - 1600 cm3,Takasa Uygun Değil,Otomatik,Barbaros Mh. Üsküdar,BMW,,Beyaz,Sedan,,,,316i Comfort,,,,,Benzin,,Galeriden,26388176, İstanbul,,101 - 125 HP,,,,865.000 TL
,135.000 km,2005,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 3 boyalı",1995 cc,Unspecified,Otomatik,Sultandere Mh. Odunpazarı,BMW,,Gri (titanyum),Sedan,,,,320i Premium,,,,,Benzin,,Sahibinden,25385747, Eskişehir,,150 hp,,,,795.000 TL
,177.000 km,2016,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,5 boyalı,1499 cc,Unspecified,Otomatik,Soğanlı Mh. Bahçelievler,BMW,,Beyaz,Sedan,,,,318i Prestige,,,,,Benzin,,Sahibinden,25909862, İstanbul,,136 hp,,,,1.150.000 TL
,284.000 km,2003,,İkinci El,15 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"2 değişen, 5 boyalı",1596 cc,Unspecified,Düz,Ömerağa Mh. İzmit,BMW,,Mavi,Sedan,,,,316i Standart,,,,,LPG & Benzin,,Sahibinden,27059478, Kocaeli,,115 hp,,,,515.000 TL
,256.500 km,2009,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,6 boyalı,1995 cc,Takasa Uygun,Otomatik,Sarıgazi Mh. Sancaktepe,BMW,,Yeşil (metalik),Sedan,,,,318d Premium,,,,,Dizel,,Sahibinden,27058431, İstanbul,,143 hp,,,,775.000 TL
,280.000 km,2002,,İkinci El,15 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Muhittin Mh. Çorlu,BMW,,Gri (Gümüş),Hatchback/3,,,,318ti Compact,,,,,Benzin,,Sahibinden,27057782, Tekirdağ,,143 hp,,,,440.000 TL
,317.000 km,1993,,İkinci El,15 Kasım 2024,,65 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1991 cc,Takasa Uygun,Düz,Fatih Mh. Sultanbeyli,BMW,,Beyaz,Sedan,,,,320i,,,,,LPG & Benzin,,Sahibinden,27055832, İstanbul,,150 hp,,,,345.000 TL
,283.000 km,1998,,İkinci El,15 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 11 boyalı",1991 cc,Unspecified,Düz,Yükseltepe Mh. Keçiören,BMW,,Mavi (metalik),Sedan,,,,320i,,,,,Benzin,,Sahibinden,27055756, Ankara,,150 hp,,,,460.000 TL
,305.000 km,1994,,İkinci El,15 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 1 boyalı",1796 cc,Unspecified,Düz,5000 Evler Cumhuriyet Mh. Merkez,BMW,,Lacivert,Sedan,,,,318i Standart,,,,,Benzin,,Sahibinden,27055529, Karabük,,115 hp,,,,280.000 TL
,290.000 km,1993,,İkinci El,15 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1596 cc,Takasa Uygun,Düz,Küplüpınar Mh. Osmangazi,BMW,,Kırmızı,Sedan,,,,316i Standart,,,,,LPG & Benzin,,Sahibinden,27055497, Bursa,,102 hp,,,,250.000 TL
,30.000 km,2024,,İkinci El,15 Kasım 2024,,59 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1597 cc,Takasa Uygun,Otomatik,Çelebi Mh. Güzelbahçe,BMW,,Beyaz,Sedan,,,,320i M Sport,,,,,Benzin,,Sahibinden,27055383, İzmir,,170 hp,,,,3.100.000 TL
,154.000 km,2006,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1995 cc,Unspecified,Otomatik,Fevzi Paşa Mh. Darıca,BMW,,Siyah,Sedan,,,,320i,,,,,Benzin,,Sahibinden,27054855, Kocaeli,,150 hp,,,,770.000 TL
,141.000 km,2013,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Tahtakale Mh. Avcılar,BMW,,Beyaz,Sedan,,,,316i Techno Plus,,,,,Benzin,,Galeriden,26908770, İstanbul,,136 hp,,,,1.199.000 TL
,85.000 km,2014,,İkinci El,15 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Çiçekli Mh. Keçiören,BMW,,Kırmızı,Sedan,,,,316i M Sport,,,,,Benzin,,Galeriden,24596250, Ankara,,136 hp,,,,1.650.000 TL
,310.000 km,2002,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1596 cc,Takasa Uygun Değil,Düz,Kazanlı Mh. Akdeniz,BMW,,Siyah,Hatchback/3,,,,316ti Compact,,,,,LPG & Benzin,,Sahibinden,27045470, Mersin,,115 hp,,,,359.000 TL
,349.000 km,1994,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1796 cc,Unspecified,Düz,Uludağ Mh. Canik,BMW,,Siyah,Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,27043553, Samsun,,115 hp,,,,255.000 TL
,400.000 km,1995,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1796 cc,Takasa Uygun,Düz,Barbaros Hayrettinpaşa Mh. Gaziosmanpaşa,BMW,,Siyah,-,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,27042836, İstanbul,,115 hp,,,,245.000 TL
,247.000 km,1994,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"2 değişen, 2 boyalı",1796 cc,Takasa Uygun,Düz,Çay Mh. İskenderun,BMW,,Yeşil (metalik),Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,26430299, Hatay,,115 hp,,,,250.000 TL
,450.000 km,1994,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1796 cc,Takasa Uygun,Düz,Dağyaka Mh. Kahramankazan,BMW,,Siyah,Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,27039976, Ankara,,115 hp,,,,300.000 TL
,150.000 km,2012,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1596 cc,Unspecified,Otomatik,Merkez Mh. Çekmeköy,BMW,,Beyaz,Sedan,,,,316i Comfort,,,,,LPG & Benzin,,Sahibinden,27040095, İstanbul,,116 hp,,,,969.000 TL
,280.000 km,1993,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1596 cc,Unspecified,Düz,Yeni Mh. Silivri,BMW,,Siyah,Coupe,,,,316i Standart,,,,,LPG & Benzin,,Sahibinden,27039263, İstanbul,,102 hp,,,,185.000 TL
,315.000 km,1998,,İkinci El,14 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1991 cc,Unspecified,Otomatik,Altındere Mh. Akyazı,BMW,,Siyah,Sedan,,,,320i,,,,,LPG & Benzin,,Sahibinden,27038159, Sakarya,,150 hp,,,,420.000 TL
,140.000 km,2015,,İkinci El,14 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"2 değişen, 1 boyalı",1598 cc,Takasa Uygun,Otomatik,Köşk Mh. Melikgazi,BMW,,Siyah,Sedan,,,,320i ED Sport Line,,,,,Benzin,,Sahibinden,27036874, Kayseri,,170 hp,,,,1.330.000 TL
,147.000 km,2013,,İkinci El,14 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,1 değişen,1598 cc,Takasa Uygun Değil,Otomatik,Konutkent Mh. Çankaya,BMW,,Beyaz,Sedan,,,,320i ED Modern Line,,,,,Benzin,,Galeriden,26898699, Ankara,,170 hp,,,,1.155.000 TL
,116.000 km,2014,,İkinci El,14 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1995 cc,Takasa Uygun,Otomatik,Barbaros Hayrettinpaşa Mh. Gaziosmanpaşa,BMW,,Beyaz,Sedan,,,,320d Modern Line,,,,,Dizel,,Galeriden,26897882, İstanbul,,184 hp,,,,1.490.000 TL
,272.000 km,1992,,İkinci El,13 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"1 değişen, 12 boyalı",1796 cc,Takasa Uygun,Düz,Yüzbaşı Mh. Pazaryeri,BMW,,Diğer,Sedan,,,,318i Standart,,,,,LPG & Benzin,,Sahibinden,25761254, Bilecik,,113 hp,,,,275.000 TL
,165.000 km,2013,,İkinci El,13 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1995 cc,Takasa Uygun Değil,Otomatik,Bahçelievler Mh. İlkadım,BMW,,Kahverengi,Sedan,,,,320d Modern Line,,,,,Dizel,,Sahibinden,26375275, Samsun,,184 hp,,,,1.250.000 TL
,221.000 km,2011,,İkinci El,13 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,"2 değişen, 5 boyalı",1596 cc,Unspecified,Otomatik,Asma Mh. Merkez,BMW,,Beyaz,Sedan,,,,316i Comfort,,,,,LPG & Benzin,,Sahibinden,26376098, Zonguldak,,116 hp,,,,719.000 TL
,302.000 km,2004,,İkinci El,13 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1596 cc,Unspecified,Düz,Akıncılar Mh. Güngören,BMW,,Gri,Hatchback/3,,,,316ti Compact,,,,,LPG & Benzin,,Sahibinden,27036659, İstanbul,,115 hp,,,,340.000 TL
,223.000 km,2013,,İkinci El,13 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,4 boyalı,1995 cc,Unspecified,Otomatik,Kazımkarabekir Mh. Bağcılar,BMW,,Siyah,Sedan,,,,320d Standart,,,,,Dizel,,Sahibinden,27034672, İstanbul,,184 hp,,,,990.000 TL
,194.000 km,2013,,İkinci El,13 Kasım 2024,,57 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Tamamı orjinal,1995 cc,Unspecified,Otomatik,Cumhuriyet Mh. Atakum,BMW,,Beyaz,Sedan,,,,320d Sport Line,,,,,Dizel,,Sahibinden,27034496, Samsun,,184 hp,,,,1.300.000 TL
,265.000 km,2013,,İkinci El,13 Kasım 2024,,60 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,Belirtilmemiş,1598 cc,Unspecified,Otomatik,Balkan Mh. Nilüfer,BMW,,Beyaz,Sedan,,,,316i Comfort,,,,,Benzin,,Sahibinden,27032162, Bursa,,136 hp,,,,850.000 TL
,203.000 km,2010,,İkinci El,13 Kasım 2024,,63 lt,,,,,,,Arkadan İtiş,,,Unspecified,,3 Serisi,3 boyalı,1596 cc,Takasa Uygun,Otomatik,Özerli Mh. Dörtyol,BMW,,Siyah,Sedan,,,,316i Standart,,,,,LPG & Benzin,,Sahibinden,27029835, Hatay,,116 hp,,,,770.000 TL
